gene,cluster_1,cluster_2,cluster_3
ndufs2,0.77080351,0.578017541,0.570382131
b4galt3,0.053682376,0.055326609,0.045780434
ppox,0.052268225,0.082249253,0.051030189
usp21,0.039087192,0.036264903,0.043857267
ufc1,0.715199069,0.534540436,0.533213243
gm20045,0.004317043,0.006233759,0.003337005
dedd,0.107459282,0.083071845,0.092587372
nit1,0.136293371,0.149158154,0.121063892
pfdn2,0.632925402,0.67708866,0.423888198
klhdc9,0.002916673,0.000319708,0.001550425
pvrl4,0.002169968,0.003602768,0.034763923
arhgap30,0.639208176,0.608115445,0.985208227
usf1,0.067358786,0.070077067,0.103710119
tstd1,0.002732526,0.001807151,0.007080023
f11r,0,0.002121775,0.069591363
b930036n10rik,0.075983799,0.134701644,0.065135954
alyref2,0.095336075,0.100385038,0.055061829
cd244,0.190601963,0.601474468,0.024512145
ly9,0.222280866,0.263637158,0.050631179
slamf7,0.376164996,0.395911918,0.503962641
cd48,1.481052907,1.079602682,0.446358371
slamf1,0.158294579,0.007230486,0.093385297
cd84,0.359578058,0.476852791,0.054256946
gm10521,0,0.000269678,0
gm37065,0.014904662,0.001420868,0.003479327
slamf6,0.198093668,0.082627179,0.028365287
vangl2,0,0.000996085,0
ncstn,0.097341594,0.081843742,0.100278466
copa,0.306546394,0.28258445,0.2737739
pex19,0.159163024,0.143786715,0.130891029
dcaf8,0.153259254,0.209134858,0.127229331
pea15a,0.151038781,0.221180537,0.221087724
igsf8,0.072691818,0.075846355,0.142812875
pigm,0.071157279,0.055556248,0.031001504
slamf9,0.014893775,0.015194965,0.107753169
igsf9,0,0.000390108,0.021481526
tagln2,1.619213265,2.059499748,2.679462093
cfap45,0.004344432,0.004162379,0.007444094
slamf8,0.042938263,0.061018356,0.085701126
fcrl6,0.022612086,0.110961973,0.003540625
dusp23,0.043564471,0.051341054,0.00642226
ackr1,0,0,0.005914708
cadm3,0,0.001352532,0.027100441
aim2,0.198580823,0.186552523,0.072746909
gm4955,0.366219802,0.283824733,0.074379525
bc094916,0.199564972,0.05574952,0.039094162
pydc4,0.207944729,0.121718987,0.093715095
pyhin1,0.415942769,0.417353098,0.784395514
pydc3,0.021088195,0.027134422,0.007218006
ai607873,0.02915712,0.050354996,0.123229729
ifi204,0.036763004,0.117435608,0.203585112
mndal,1.079681996,0.943999545,0.42151348
mnda,0.113236684,0.148350101,0.298610267
ifi203,0.888421885,0.792039911,0.229860039
ifi205,0.023005881,0.050175642,0.152578032
olfr433,0.00054019,0.000357738,0.006547445
fh1,0.297363295,0.208061204,0.12274942
kmo,0.014232738,0.008260341,0.043332888
opn3,0.002365472,0.003300598,0.010584945
chml,0.005010976,0.006197082,0.006072607
exo1,0.013701126,0.004174539,0.001372026
rbm8a2,0.041790506,0.024305945,0.046728967
cep170,0.04476097,0.036291256,0.150479605
sdccag8,0.09544543,0.070020559,0.15199489
akt3,0.02248655,0.022509815,0.160916829
zbtb18,0.005279695,0.010879428,0.29484118
adss,0.446182628,0.281806869,0.136000632
desi2,0.33848765,0.233318416,0.09076035
b230369f24rik,0.002099009,0.00154534,0
cox20,0.750362372,0.536926782,0.223508833
gm16586,0.0300364,0.039405606,0.021892931
hnrnpu,0.662000492,0.497369789,0.414422642
efcab2,0.020534814,0.020850252,0.035486215
smyd3,0.074801572,0.068787268,0.026712612
tfb2m,0.065189801,0.052098863,0.03340365
cnst,0.024864628,0.024321026,0.017256547
sccpdh,0.021534884,0.031967205,0.014671256
ahctf1,0.077362607,0.080266655,0.110472307
cdc42bpa,0,0.002234965,0.00210986
adck3,0.025406446,0.018049547,0.002708973
psen2,0.278917078,0.157165492,0.288603361
itpkb,0.295488891,0.276227171,0.172600808
parp1,0.154404846,0.102774179,0.074621326
lin9,0.017048626,0.017762065,0.025512802
acbd3,0.122985967,0.096766428,0.181624907
h3f3a,2.163055419,2.26805099,2.803588507
gm17275,0.006139254,0.008274235,0.012186689
h3f3aos,0,0.000853278,0
sde2,0.196306253,0.155287543,0.120221749
pycr2,0.292161564,0.200273056,0.107273405
lefty1,0.00724652,0.004342929,0.006952711
tmem63a,0.05140363,0.054077784,0.02030295
ephx1,0.031845103,0.004091913,0.004221242
nvl,0.133878803,0.089970903,0.070548795
cnih4,0.330029272,0.282240227,0.495254887
wdr26,0.489704044,0.451897855,0.33671309
lbr,0.397537194,0.300798406,0.062751661
enah,0.005223802,0.00525433,0.016183481
srp9,1.162465382,1.11261694,0.869393084
degs1,0.510880225,0.430592743,0.333147481
fbxo28,0.121330413,0.142469175,0.091572708
trp53bp2,0.016604085,0.036126382,0.040134394
capn2,0.331534292,0.242931998,0.163912235
tlr5,0,0.001144576,0.00358027
disp1,0.024004845,0.012397732,0.009840425
brox,0.104324536,0.063170228,0.063123247
aida,0.20895368,0.153280237,0.222940493
mia3,0.160501615,0.160916912,0.087782232
taf1a,0.021831912,0.026079627,0.002774754
gm33973,0.001460977,0.00190763,0.002853984
dusp10,0.119226764,0.039644914,0.030618353
x1700056e22rik,0.027540194,0.015937676,0.018743281
gm37800,0,0,0
hlx,0.011772698,0.011049637,0.161317765
gm34342,0,0.005928381,0.026774741
1-Mar,0,0,0
2-Mar,0.587517858,0.574521406,0.218808029
rab3gap2,0.033736515,0.047771012,0.030984821
iars2,0.095407922,0.058203498,0.046316896
bpnt1,0.065990009,0.071972011,0.056708267
x4930532g15rik,0.006320961,0.009472667,0.009481736
eprs,0.367156281,0.315994016,0.145920156
lyplal1,0,0.006383539,0.001000414
rrp15,0.180378876,0.126405865,0.034229105
a430105j06rik,0.005821746,0.006454095,0.001667049
gpatch2,0.101899127,0.087709454,0.042489692
kctd3,0.032449882,0.022996707,0.022999519
cenpf,0.018810186,0.020118383,0.009653085
ptpn14,0,0.000978035,0.001017612
gm37422,0,0.000996531,0.147301907
smyd2,0.08402539,0.040314755,0.039286141
rps6kc1,0.005669744,0.005457363,0.030481884
angel2,0.178848439,0.168574488,0.181552141
mfsd7b,0.033202211,0.014288421,0.094023533
tatdn3,0.040029941,0.015068513,0.011136219
nsl1,0.009403397,0.00374844,0.002740596
batf3,0.030851267,0.041437601,1.048696606
fam71a,0,0,0.006071047
atf3,0.045560805,0.057432109,0.228891546
d730003i15rik,0.041836701,0.059400649,0.055895622
gm37168,0,0,0
nenf,0.199535899,0.153181415,0.5364577
tmem206,0.019891875,0.026705217,0.032180232
ppp2r5a,0.200710818,0.235019926,0.209871716
dtl,0.150654022,0.078411387,0.037951336
ints7,0.063349944,0.045292934,0.015272234
lpgat1,0.117329272,0.049831537,0.05670152
nek2,0.006190897,0.003831218,0.004039012
x1700034h15rik,0.001354639,0.000351414,0
slc30a1,0.011623365,0.01892151,0.012169948
rd3,0.001841581,0.00024722,0
gm26670,0.025978806,0.014209756,0.032028328
traf5,0.201113978,0.085167999,0.120290095
rcor3,0.036500749,0.044672544,0.07635944
hhat,0.001879587,0.027257557,0
diexf,0.028120805,0.028524837,0.008390669
irf6,0.004348108,0.000877739,0.003921922
a130010j15rik,0.020294096,0.019510587,0.042811206
traf3ip3,0.630840609,0.504263701,0.136886259
x4930570n18rik,0.039688828,0.024417748,0.007831994
lamb3,0.260398682,0.253022095,0.034307561
hsd11b1,0.480653922,0.717926114,0.026410979
g0s2,0.004725293,0.041724405,0.002180681
cd34,0,0.000335955,0.002282415
cd46,0.001466541,0.006961444,0
cr1l,0.5428269,0.574001011,0.261124751
nmt2,0.106514772,0.072057569,0.082897809
rpp38,0.05152193,0.030963395,0.014104944
meig1,0,0,0.0085314
dclre1c,0.036189733,0.029098138,0.134414554
suv39h2,0.019013812,0.006709326,0.036544338
hspa14,0.38600245,0.280208184,0.149031475
cdnf,0.002999745,0.00210673,0
fam107b,0.745124887,0.479801702,0.341846886
frmd4a,0.032628196,0.04650306,0.40048823
prpf18,0.207282759,0.082941823,0.074162398
sephs1,0.103661955,0.079617124,0.140318583
phyh,0.171339531,0.140696212,0.537467966
mcm10,0.014498232,0.004107949,0.003276844
optn,0.012238303,0.011115164,0.030377173
camk1d,0.045273382,0.063737773,0.041093136
cdc123,0.316026602,0.288926498,0.233809972
nudt5,0.28561909,0.218036234,0.096873691
gm13199,0,0,0.003750364
sec61a2,0.045471866,0.044512579,0.040587046
upf2,0.134648211,0.141617095,0.13714704
proser2,0,0,0.017482318
echdc3,0,0,0
usp6nl,0.007959587,0.001184833,0.025699324
celf2,0.893540972,1.004912274,0.577284893
gata3,0.288299715,0.316163804,0.020701357
taf3,0.165714693,0.135817293,0.095100112
atp5c1,1.716608681,1.315201823,1.316787594
kin,0.187343837,0.173214512,0.103404066
itih5,0.13593536,0.087294212,0.009904798
sfmbt2,0.004385326,0.000866975,0.019687351
prkcq,0.365634664,0.290157368,0.018442608
pfkfb3,0.067392632,0.035873363,0.499520869
gm10851,0,0,0.181417725
rbm17,0.482331026,0.418384609,0.737132863
il2ra,0.139491965,0.04269394,0.384809514
il15ra,0.101046228,0.079891947,0.672620214
fbxo18,0.073731214,0.047738349,0.07718549
ankrd16,0.080524906,0.077691484,0.065764536
itga8,0,0.000916425,0
fam188a,0.239348958,0.152603902,0.097772996
pter,0.007235753,0.010417532,0.004484982
c1ql3,0,0.004079737,0
rsu1,0.340802122,0.306271785,0.779066552
trdmt1,0.027600104,0.022910838,0.018327974
vim,2.3274495,1.840757722,2.22291687
st8sia6,0,0.000204999,0.024277736
hacd1,0.003871184,0.009502067,0.027765671
stam,0.016204325,0.030559383,0.02712308
mrc1,0.015533195,0.028191856,0.063689984
nsun6,0.028979779,0.05406966,0.054541244
arl5b,0.04618054,0.045013097,0.034463996
plxdc2,0.042171863,0.001129775,0.007447477
nebl,0.042192108,0.017574322,0.007236834
mllt10,0.215570789,0.227702712,0.186047567
dnajc1,0.539333424,0.391800422,0.478026025
commd3,0.692955703,0.561641123,0.502604463
bmi1,0.064864813,0.03749809,0.067996643
pip4k2a,0.172849366,0.113313849,0.38956327
x4930426l09rik,0.004756364,0.005312679,0.003223442
armc3,0.063577755,0.025980745,0.00041564
msrb2,0.037038672,0.030503935,0.006120289
otud1,0.016986591,0.040395044,0.046854813
arhgap21,0.014630059,0.016102214,0.012549204
enkur,0,0.008350205,0.012083509
thnsl1,0.006842255,0.012876444,0.002425482
apbb1ip,0.587131661,0.611725579,0.50014163
pdss1,0.033878418,0.015819284,0.003570856
abi1,0.378609302,0.297206383,0.38830985
acbd5,0.083596472,0.059772797,0.097866077
mastl,0.013468636,0.012308172,0.005586822
yme1l1,0.174641869,0.191375445,0.300517473
spopl,0.087723118,0.063996979,0.04860092
hnmt,0,0,0
il1rn,0.012078268,0.026670671,0.280030569
psd4,0.230806936,0.183077845,0.170035729
cacna1b,0,0,0.009073777
ehmt1,0.127713432,0.096989629,0.142105527
arrdc1,0.262529981,0.270659773,0.476823232
zmynd19,0.071850768,0.03839922,0.040266329
dph7,0.049900425,0.048731203,0.036966519
mrpl41,0.454651512,0.366966682,0.224071723
pnpla7,0.033376014,0.028268866,0.018732464
nsmf,0.049076588,0.058314476,0.018783622
nrarp,0.013435813,0.126150688,0.007072235
tor4a,0.062964111,0.086917957,0.030211067
nelfb,0.349615723,0.304136406,0.216418328
tubb4b,0.516759962,0.743800423,0.324863113
ndor1,0.031188497,0.036818212,0.020424101
tmem203,0.14903015,0.130357599,0.067334876
tprn,0.045897454,0.023672723,0.012417629
ssna1,0.498485239,0.440223735,0.294805776
anapc2,0.15883217,0.135866339,0.227607344
aa543186,0,0,0
man1b1,0.076096307,0.060921646,0.086331713
dpp7,0.031655081,0.018450538,0.032872855
uap1l1,0.148619301,0.121361299,0.077512993
sapcd2,0.007303327,0.002962422,0.00511964
npdc1,0.013556977,0.001255824,0.004227999
fut7,0.168850961,0.042291673,0.015448063
abca2,0.121738716,0.095741761,0.01045891
bc029214,0.275794524,0.298479289,0.06336641
ptgds,0,0.000835394,0.004253147
c8g,0.003019695,0.005258861,0
fbxw5,0.107495407,0.096238868,0.099496236
traf2,0.261483109,0.243684145,0.333759361
edf1,1.719597339,1.518511602,1.759818775
phpt1,0.128451142,0.070203631,0.046487231
rabl6,0.138114953,0.102518702,0.102120672
tmem141,0.011389799,0.038593808,0.069758892
fcna,0,0.000450975,0.005220048
bmyc,0.152412637,0.029609826,0.541726342
camsap1,0.019528467,0.0310587,0.025693844
ubac1,0.137654651,0.08673189,0.061568375
nacc2,0.005143448,0.005083397,0.033321314
c330006a16rik,0.032044698,0.037072669,0.016874872
qsox2,0.023278821,0.020887924,0.013182813
gpsm1,0.020288058,0.02995473,0.008294418
dnlz,0.264112535,0.184113227,0.240367119
card9,0,0.003060681,0.032385865
snapc4,0.012663769,0.015206258,0.007738767
sdccag3,0.17178647,0.180005934,0.166736589
pmpca,0.16099821,0.139221,0.100585119
inpp5e,0.041591694,0.031082145,0.014498986
sec16a,0.058814318,0.057862144,0.04439164
notch1,0.209761586,0.098373894,0.025662622
egfl7,0.014921064,0.003061175,0
agpat2,0.188350748,0.23237997,0.041845837
fam69b,0.063283118,0.057417863,0.000787711
lcn4,0.123837692,0.060287217,0.006447067
surf6,0.090335645,0.058675649,0.051567479
med22,0.058065595,0.040147067,0.045248787
rpl7a,3.077334938,2.794493136,2.655400472
surf1,0.522199135,0.365885101,0.267362843
surf2,0.178619943,0.131342371,0.059433178
surf4,0.465341188,0.312732638,0.347554878
stkld1,0,0.001215036,0.011407086
rexo4,0.192353193,0.146532099,0.1765418
cacfd1,0.123349902,0.118238369,0.080189249
slc2a6,0.01598306,0.099185635,0.20577015
vav2,0.010358546,0.007527959,0.079783077
brd3,0.145556951,0.130688116,0.155032538
wdr5,0.085074757,0.076968668,0.045618978
rxra,0.012895405,0.025273429,0.005759232
olfm1,0.039179135,0.259437692,0.156149827
gm13373,0.001930965,0.001991012,0.003267128
x1700007k13rik,0,0,0
mrps2,0.045187124,0.043927113,0.034525178
gbgt1,0,0,0
ralgds,0.038632159,0.036495612,0.011537178
gtf3c5,0.030167817,0.048597154,0.02224608
gfi1b,0,0.000720236,0
tsc1,0.039154583,0.058324964,0.088342111
x1700026l06rik,0.014270548,0.089623394,0.006396752
ak8,0,0.004315524,0.001034949
gtf3c4,0.009623227,0.019990632,0.017116476
ddx31,0.027587636,0.028598306,0.012775547
cfap77,0,0.004338806,0
ttf1,0.143379407,0.144490679,0.111453832
setx,0.117636372,0.064121967,0.112896805
ntng2,0.001630849,0,0
med27,0.119939045,0.094686376,0.052425541
rapgef1,0.172446489,0.162177313,0.052506303
trub2,0.071715707,0.052302937,0.026463087
coq4,0.037806284,0.036249245,0.020972093
slc27a4,0.035363774,0.034838725,0.021042589
urm1,0.200013894,0.21019401,0.197740654
x2600006k01rik,0.007718237,0.015051724,0.019245105
cercam,0.023227239,0.018246416,0.044452974
odf2,0.092901712,0.10135934,0.097045661
gle1,0.122204661,0.186910737,0.099642874
sptan1,0.201634037,0.160545791,0.198097624
wdr34,0.005816114,0.00812863,0.003852044
set,0.972535154,0.946319601,0.635261811
pkn3,0.003103856,0,0
zdhhc12,0.139522731,0.096554253,0.122713569
zer1,0.077992489,0.063415957,0.055973222
tbc1d13,0.041666301,0.034041912,0.079812314
endog,0.11963294,0.096358755,0.028612196
d2wsu81e,0.095923615,0.101730754,0.039829683
ccbl1,0.011521856,0.010168205,0.004987509
x1700084e18rik,0.002378769,0.004652103,0.001979789
lrrc8a,0.035336295,0.025631541,0.021970496
dolk,0.031901345,0.065728984,0.031342061
nup188,0.036303678,0.038161268,0.029004221
sh3glb2,0.227927713,0.11276683,0.071550622
fam73b,0.012335365,0.016834857,0.007000113
dolpp1,0.034000827,0.041266096,0.020451709
crat,0.013064581,0.035213909,0.020545277
ppp2r4,0.338621371,0.292173783,0.192112063
ier5l,0.012550359,0.021004723,0.00773767
cstad,0.012216139,0.010458947,0
x1700001o22rik,0.009996207,0.004664944,0
ntmt1,0.106074299,0.10017459,0.089137459
asb6,0.112494898,0.084493093,0.085626448
ptges,0,0,0
tor1b,0.083369741,0.047713929,0.07306136
tor1a,0.232180768,0.181892612,0.180564373
bc005624,0.367951605,0.393390728,0.343182598
usp20,0.060863927,0.039217783,0.018516543
fnbp1,0.448369354,0.38394492,0.90818663
gpr107,0.143508594,0.125898332,0.19519738
ncs1,0.004480926,0.000151976,0
hmcn2,0.001035333,0,0.001262367
ass1,0.269696827,0.024751282,0.595179119
fubp3,0.056997915,0.027856501,0.024860935
exosc2,0.134693024,0.09482995,0.04202162
abl1,0.033049798,0.059454581,0.050603236
qrfp,0.05117814,0.226016643,0.00367013
aif1l,0,0.000378909,0.004978962
nup214,0.092848915,0.092268791,0.084492721
fam78a,0.215903088,0.092462105,0.008489203
plpp7,0,0,0.00041564
prrc2b,0.287168721,0.205086229,0.169619701
pomt1,0.009597899,0.006170426,0.001262367
uck1,0.17435247,0.180026956,0.070150409
swi5,0.995921996,0.900944566,0.850800652
golga2,0.077446101,0.059293087,0.035503069
dnm1,0,0,0
ciz1,0.108858965,0.117048528,0.074618112
x1110008p14rik,0.506761839,0.37142787,0.153666501
ptges2,0.052020916,0.031819797,0.017029524
slc25a25,0.018304972,0.027295753,0.04551778
naif1,0.010336077,0.009035901,0.024617211
fam102a,0.262947712,0.224149108,0.020658676
dpm2,0.286754615,0.216236301,0.219051785
st6galnac4,0.168787322,0.166479523,0.091658275
st6galnac6,0.048739267,0.023057721,0.248446589
eng,0.001591247,0.004130349,0.08393416
fpgs,0.035036693,0.01432567,0.017469185
cdk9,0.282188073,0.307315008,0.284319222
sh2d3c,0.163262975,0.240118149,0.024562061
ttc16,0.004067452,0.000633285,0
tor2a,0.367237283,0.237153812,0.110674909
ptrh1,0.059950775,0.021069517,0.006718375
stxbp1,0.011168435,0.013502877,0.107665146
gm13524,0,0,0.004933089
gm13523,0,0.001022735,0
fam129b,0.02018206,0.032261426,0.029832809
lrsam1,0,0.008098224,0.015377895
rpl12,3.26696533,3.085923234,2.329189713
slc2a8,0.069163805,0.052811323,0.03308251
ralgps1,0.012575597,0.022726842,0.025836813
angptl2,0.010185572,0.001245408,0.003948931
zbtb34,0.01313739,0.025396018,0.022875973
zbtb43,0.025601086,0.045484845,0.02327641
mvb12b,0.054433424,0.066240275,0.008698867
pbx3,0.020894142,0.031848693,0.019685446
mapkap1,0.160595769,0.129674691,0.209766766
gapvd1,0.186258224,0.149450162,0.163565382
hspa5,1.009803727,1.02775362,0.54260261
rabepk,0.197232513,0.168531991,0.069283086
fbxw2,0.487954067,0.468671538,0.374750294
psmd5,0.19111031,0.172589799,0.092322689
phf19,0.010463734,0.004600015,0.00041564
traf1,0.742086038,0.798200571,2.228930963
hc,0.000709098,0.000233127,0.035156243
cntrl,0.426133213,0.255497073,0.266139802
rab14,0.613321148,0.572133794,0.787284711
gsn,0.132354866,0.066245351,0.202554031
stom,0.007804955,0.014798055,0.102673734
ggta1,0.070566321,0.069967598,0.392900129
dab2ip,0.015131407,0.087202161,0.00374797
ndufa8,0.965458955,0.723613523,0.50539847
rbm18,0.110327242,0.101133195,0.050619137
mrrf,0.099891955,0.060963446,0.044343608
ptgs1,0.007695164,0.0045035,0
pdcl,0.102690737,0.062518837,0.039799253
rc3h2,0.102203823,0.092586935,0.132020728
zbtb6,0.017365775,0.023137066,0.016482933
zbtb26,0.020065354,0.018105224,0.020968169
rabgap1,0.085549834,0.099862511,0.10743045
strbp,0.069836271,0.107190529,0.181762211
dennd1a,0.055684279,0.057081275,0.046676482
lhx2,0.001587341,0.001178624,0.00037207
nek6,0.053314096,0.050635384,0.191885534
psmb7,0.955225864,0.725734379,0.938432483
nr6a1,0.002030189,0.001982356,0
wdr38,0.001497895,0.005121576,0
rpl35,3.135641699,2.836744879,2.806525093
arpc5l,0.70837475,0.664565304,0.52185039
golga1,0.049322064,0.06646584,0.056135245
scai,0.039947615,0.019292523,0.036676861
ppp6c,0.361093627,0.256549396,0.22685463
kynu,0.002485635,0.001829914,0.156831449
arhgap15,0.39640959,0.394395548,0.073699529
gtdc1,0.064707924,0.026124143,0.042800653
zeb2,0.208129859,0.307245788,0.301406774
zeb2os,0.014740256,0.024363513,0.0559521
acvr2a,0.001909151,0.009212408,0.038838647
orc4,0.162104121,0.134222565,0.091393127
mbd5,0.022402786,0.025735948,0.028193284
epc2,0.08552593,0.078365193,0.047381331
kif5c,0.02485546,0.001972036,0.008714582
mmadhc,0.271454702,0.18641907,0.196972718
rnd3,0.00730625,0.004795329,0.030485559
rbm43,0.146329624,0.15741845,0.012946104
nmi,0.645366497,0.518074147,0.379880214
tnfaip6,0,0.000821517,0
rif1,0.141808225,0.103488399,0.032355966
neb,0.036022416,0.001406732,0.003521625
arl5a,0.229087103,0.116889065,0.781119298
cacnb4,0.008950377,0,0.0646299
stam2,0.110984643,0.07521888,0.100798305
fmnl2,0.004685155,0.004419266,0.108722047
prpf40a,0.531838167,0.442578571,0.399755916
arl6ip6,0.135156982,0.155807856,0.132492925
nr4a2,0.386298537,0.088727454,0.302158382
gpd2,0.282499046,0.15335025,0.591874189
ermn,0.002015927,0,0
cytip,0.868057971,0.675218959,2.035471984
gm13546,0.014766275,0.009140116,1.406926395
acvr1,0.003757036,0.003389442,0.009270236
upp2,0.001300552,0.001684903,0.01186993
ccdc148,0.019983364,0.011256539,0
pkp4,0.094921244,0.066440706,0.014999941
dapl1,0.091130038,0.001966195,0.013906269
tanc1,0.019358015,0.061866076,0.015481997
wdsub1,0.017600881,0.012473411,0.044987554
baz2b,0.117136185,0.181882533,0.308883855
gm13620,0,0,0.007117915
7-Mar,0.207144957,0.217962099,0.246076455
cd302,0.00601015,0.019245553,0.136214579
ly75,0.099182924,0.043785753,0.615273157
rbms1,0.562007412,0.627512356,0.655805747
tank,0.242818236,0.133492652,0.599654569
psmd14,0.621053671,0.439611073,0.51844699
dpp4,0.124078574,0.019830888,0.310484729
gm13561,0.00187022,0,0
gm13565,0.000959633,0,0.005683545
fap,0.000834957,0.000644267,0.009654088
ifih1,0.063312819,0.043261351,0.144516518
